dataset,epsilon,feature,feature_index,repetition,resolution,mse,seed
Adult Income,2.0,sex,8,3,20,1.5175817536475203e-05,65261
Adult Income,2.0,capital-gain,9,3,20,0.0614886724159051,52417
Adult Income,2.0,capital-loss,10,3,20,0.01142420396316795,27384
Adult Income,2.0,hours-per-week,11,3,20,0.0071753537816029115,95046
Adult Income,2.0,native-country,12,3,20,0.07716587457997387,70265
Adult Income,2.0,age,0,4,20,0.024245206599969555,63441
Adult Income,2.0,workclass,1,4,20,0.0006646277114343967,94380
Adult Income,2.0,education,2,4,20,0.02623180207355994,78554
Adult Income,2.0,education-num,3,4,20,0.012777297669866933,12681
Adult Income,2.0,marital-status,4,4,20,0.0006648883898302157,3695
Adult Income,2.0,occupation,5,4,20,0.011316776602011979,86477
Adult Income,2.0,relationship,6,4,20,0.0023869404060201153,40784
Adult Income,2.0,race,7,4,20,0.0024291415346995885,5946
Adult Income,2.0,sex,8,4,20,0.00010106024721266447,47656
Adult Income,2.0,capital-gain,9,4,20,0.10871541694096278,38077
Adult Income,2.0,capital-loss,10,4,20,0.019837635484949594,43109
Adult Income,2.0,hours-per-week,11,4,20,0.012526158058095583,42977
Adult Income,2.0,native-country,12,4,20,0.1805130869881019,31414
Adult Income,2.0,age,0,5,20,0.01513546687186288,48884
Adult Income,2.0,workclass,1,5,20,0.003389791833172382,49153
Adult Income,2.0,education,2,5,20,0.025623000124768515,97646
Adult Income,2.0,education-num,3,5,20,0.010407784060528382,69273
Adult Income,2.0,marital-status,4,5,20,0.0018924985449632115,77569
Adult Income,2.0,occupation,5,5,20,0.005399423092043166,803
Adult Income,2.0,relationship,6,5,20,0.00455415011264342,30885
Adult Income,2.0,race,7,5,20,0.0006217175862752656,98370
Adult Income,2.0,sex,8,5,20,0.0005480535137837795,26983
Adult Income,2.0,capital-gain,9,5,20,0.04446191556692372,50996
Adult Income,2.0,capital-loss,10,5,20,0.020844119675904948,86312
Adult Income,2.0,hours-per-week,11,5,20,0.005118892270778215,63860
Adult Income,2.0,native-country,12,5,20,0.05820777004971873,88130
Adult Income,2.0,age,0,6,20,0.00973391163419829,16439
Adult Income,2.0,workclass,1,6,20,0.003550002087893566,51070
Adult Income,2.0,education,2,6,20,0.023339352599139683,63560
Adult Income,2.0,education-num,3,6,20,0.015817445280003603,34429
Adult Income,2.0,marital-status,4,6,20,0.003513045149752219,57418
Adult Income,2.0,occupation,5,6,20,0.023286968420037,99491
Adult Income,2.0,relationship,6,6,20,0.0018655120622307808,73656
Adult Income,2.0,race,7,6,20,0.0036612601461491756,31594
Adult Income,2.0,sex,8,6,20,0.00026749621155281887,6394
Adult Income,2.0,capital-gain,9,6,20,0.0763253741901768,18271
Adult Income,2.0,capital-loss,10,6,20,0.016497991417824917,27202
Adult Income,2.0,hours-per-week,11,6,20,0.019337300657152855,88009
Adult Income,2.0,native-country,12,6,20,0.1111378462721555,27097
Adult Income,2.0,age,0,7,20,0.016067178006086837,81233
Adult Income,2.0,workclass,1,7,20,0.0030328203517358742,27383
Adult Income,2.0,education,2,7,20,0.022657614740418122,66788
Adult Income,2.0,education-num,3,7,20,0.014977369817708202,52688
Adult Income,2.0,marital-status,4,7,20,0.007725515706226896,95841
Adult Income,2.0,occupation,5,7,20,0.006358117555560916,56639
Adult Income,2.0,relationship,6,7,20,0.0006251481009170739,92571
Adult Income,2.0,race,7,7,20,0.005564662326646732,96198
Adult Income,2.0,sex,8,7,20,2.3451572707735663e-05,74824
Adult Income,2.0,capital-gain,9,7,20,0.07741316229427853,62837
Adult Income,2.0,capital-loss,10,7,20,0.011245763334322484,86070
Adult Income,2.0,hours-per-week,11,7,20,0.031678073961030714,99645
Adult Income,2.0,native-country,12,7,20,0.13806157131607455,24714
Adult Income,2.0,age,0,8,20,0.009024954156570111,56253
Adult Income,2.0,workclass,1,8,20,0.0019851426649504867,14124
Adult Income,2.0,education,2,8,20,0.029228630442422264,10493
Adult Income,2.0,education-num,3,8,20,0.01213038991222167,67006
Adult Income,2.0,marital-status,4,8,20,0.0031320985386022277,4754
Adult Income,2.0,occupation,5,8,20,0.007179365323669455,71461
Adult Income,2.0,relationship,6,8,20,0.0002780948608641926,82087
Adult Income,2.0,race,7,8,20,0.001575059196977526,16705
Adult Income,2.0,sex,8,8,20,0.00014863170595617533,68038
Adult Income,2.0,capital-gain,9,8,20,0.05229091296170857,39555
